"config","target","emd","target_label"
1,5,34.3570785522461,"Target: 5%"
2,5,40.4364013671875,"Target: 5%"
3,5,16.3320140838623,"Target: 5%"
4,5,53.7915878295898,"Target: 5%"
5,5,53.2900810241699,"Target: 5%"
6,5,8.83504199981689,"Target: 5%"
7,5,8.94351959228516,"Target: 5%"
8,5,9.6082124710083,"Target: 5%"
9,5,34.2381629943848,"Target: 5%"
10,5,32.6623954772949,"Target: 5%"
11,5,15.9425048828125,"Target: 5%"
12,5,58.635555267334,"Target: 5%"
13,5,58.618839263916,"Target: 5%"
14,5,4.22316360473633,"Target: 5%"
15,5,4.23189830780029,"Target: 5%"
16,5,16.6660232543945,"Target: 5%"
17,5,44.7865867614746,"Target: 5%"
18,5,14.84681224823,"Target: 5%"
19,5,12.9814805984497,"Target: 5%"
20,5,67.1102600097656,"Target: 5%"
21,5,67.087760925293,"Target: 5%"
22,5,0.0495335757732391,"Target: 5%"
23,5,0.0495335757732391,"Target: 5%"
24,5,16.5881576538086,"Target: 5%"
25,5,44.6246643066406,"Target: 5%"
26,5,14.84681224823,"Target: 5%"
27,5,12.9818773269653,"Target: 5%"
28,5,67.087760925293,"Target: 5%"
29,5,67.087760925293,"Target: 5%"
30,5,0.0495335757732391,"Target: 5%"
1,10,26.3273391723633,"Target: 10%"
2,10,29.0813961029053,"Target: 10%"
3,10,9.90040397644043,"Target: 10%"
4,10,40.1115226745605,"Target: 10%"
5,10,39.0639533996582,"Target: 10%"
6,10,8.67004680633545,"Target: 10%"
7,10,8.67004680633545,"Target: 10%"
8,10,11.4818773269653,"Target: 10%"
9,10,22.8920097351074,"Target: 10%"
10,10,27.2752876281738,"Target: 10%"
11,10,9.43982315063477,"Target: 10%"
12,10,30.5190715789795,"Target: 10%"
13,10,30.5190715789795,"Target: 10%"
14,10,5.00072431564331,"Target: 10%"
15,10,4.98918914794922,"Target: 10%"
16,10,18.1393623352051,"Target: 10%"
17,10,13.0337915420532,"Target: 10%"
18,10,15.2490158081055,"Target: 10%"
19,10,8.66964054107666,"Target: 10%"
20,10,27.8759670257568,"Target: 10%"
21,10,27.8796100616455,"Target: 10%"
22,10,0,"Target: 10%"
23,10,0,"Target: 10%"
24,10,18.4665603637695,"Target: 10%"
25,10,13.0288219451904,"Target: 10%"
26,10,15.3045587539673,"Target: 10%"
27,10,8.70249271392822,"Target: 10%"
28,10,27.8796100616455,"Target: 10%"
29,10,27.8796100616455,"Target: 10%"
30,10,0,"Target: 10%"
1,15,22.9399108886719,"Target: 15%"
2,15,17.3684616088867,"Target: 15%"
3,15,6.57544755935669,"Target: 15%"
4,15,35.5555229187012,"Target: 15%"
5,15,34.615608215332,"Target: 15%"
6,15,9.19747447967529,"Target: 15%"
7,15,9.1673641204834,"Target: 15%"
8,15,8.32549095153809,"Target: 15%"
9,15,18.167667388916,"Target: 15%"
10,15,19.7312088012695,"Target: 15%"
11,15,6.58053588867188,"Target: 15%"
12,15,22.1053485870361,"Target: 15%"
13,15,22.1042404174805,"Target: 15%"
14,15,4.51018285751343,"Target: 15%"
15,15,4.53167057037354,"Target: 15%"
16,15,14.3987121582031,"Target: 15%"
17,15,6.0079288482666,"Target: 15%"
18,15,13.7818565368652,"Target: 15%"
19,15,8.65476894378662,"Target: 15%"
20,15,18.3210182189941,"Target: 15%"
21,15,18.3216915130615,"Target: 15%"
22,15,0.000743275217246264,"Target: 15%"
23,15,0,"Target: 15%"
24,15,14.6268253326416,"Target: 15%"
25,15,5.99259805679321,"Target: 15%"
26,15,13.7818565368652,"Target: 15%"
27,15,8.62233829498291,"Target: 15%"
28,15,18.3216915130615,"Target: 15%"
29,15,18.3216915130615,"Target: 15%"
30,15,0,"Target: 15%"
1,20,17.7992401123047,"Target: 20%"
2,20,14.0268964767456,"Target: 20%"
3,20,6.64160013198853,"Target: 20%"
4,20,31.1771717071533,"Target: 20%"
5,20,29.2725410461426,"Target: 20%"
6,20,7.55425930023193,"Target: 20%"
7,20,7.55425930023193,"Target: 20%"
8,20,4.64578104019165,"Target: 20%"
9,20,16.2088642120361,"Target: 20%"
10,20,15.052830696106,"Target: 20%"
11,20,6.61495923995972,"Target: 20%"
12,20,18.0497856140137,"Target: 20%"
13,20,18.0492744445801,"Target: 20%"
14,20,3.85838842391968,"Target: 20%"
15,20,3.86182570457458,"Target: 20%"
16,20,12.477837562561,"Target: 20%"
17,20,4.38509607315063,"Target: 20%"
18,20,12.362232208252,"Target: 20%"
19,20,8.29884433746338,"Target: 20%"
20,20,13.7332897186279,"Target: 20%"
21,20,13.7332897186279,"Target: 20%"
22,20,0.000557093939278275,"Target: 20%"
23,20,0,"Target: 20%"
24,20,12.519211769104,"Target: 20%"
25,20,4.55289173126221,"Target: 20%"
26,20,12.2948942184448,"Target: 20%"
27,20,8.30840301513672,"Target: 20%"
28,20,13.7332897186279,"Target: 20%"
29,20,13.7332897186279,"Target: 20%"
30,20,0,"Target: 20%"
1,25,11.6711797714233,"Target: 25%"
2,25,10.8836994171143,"Target: 25%"
3,25,6.18656873703003,"Target: 25%"
4,25,25.212459564209,"Target: 25%"
5,25,23.8463363647461,"Target: 25%"
6,25,5.93321800231934,"Target: 25%"
7,25,5.9770941734314,"Target: 25%"
8,25,2.50060129165649,"Target: 25%"
9,25,11.609902381897,"Target: 25%"
10,25,10.7727756500244,"Target: 25%"
11,25,6.18656873703003,"Target: 25%"
12,25,14.0767059326172,"Target: 25%"
13,25,14.0767059326172,"Target: 25%"
14,25,4.51196479797363,"Target: 25%"
15,25,4.51520586013794,"Target: 25%"
16,25,11.0615577697754,"Target: 25%"
17,25,3.85691452026367,"Target: 25%"
18,25,9.89221954345703,"Target: 25%"
19,25,6.63709211349487,"Target: 25%"
20,25,10.4277801513672,"Target: 25%"
21,25,10.4007368087769,"Target: 25%"
22,25,0,"Target: 25%"
23,25,0,"Target: 25%"
24,25,10.9922609329224,"Target: 25%"
25,25,3.58536601066589,"Target: 25%"
26,25,9.89221954345703,"Target: 25%"
27,25,6.6333327293396,"Target: 25%"
28,25,10.4007368087769,"Target: 25%"
29,25,10.4180498123169,"Target: 25%"
30,25,0,"Target: 25%"
1,30,7.65008211135864,"Target: 30%"
2,30,10.0270156860352,"Target: 30%"
3,30,5.49222612380981,"Target: 30%"
4,30,16.8296451568604,"Target: 30%"
5,30,16.8800354003906,"Target: 30%"
6,30,3.99687218666077,"Target: 30%"
7,30,3.99220776557922,"Target: 30%"
8,30,1.88231313228607,"Target: 30%"
9,30,7.64238262176514,"Target: 30%"
10,30,10.0270156860352,"Target: 30%"
11,30,5.49222612380981,"Target: 30%"
12,30,11.0234327316284,"Target: 30%"
13,30,11.0118093490601,"Target: 30%"
14,30,3.83496499061584,"Target: 30%"
15,30,3.83496499061584,"Target: 30%"
16,30,9.7873067855835,"Target: 30%"
17,30,2.82648611068726,"Target: 30%"
18,30,8.35095596313477,"Target: 30%"
19,30,5.62701320648193,"Target: 30%"
20,30,7.06850671768188,"Target: 30%"
